book_id,title,title_without_series,image_url,book_url,num_pages,format,edition_information,publisher,publication_day,publication_year,publication_month,average_rating,ratings_count,description,authors,published,record_create_timestamp
44571454,Not One of These Poems Is About You,Not One of These Poems Is About You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553809763l/44571454._SX98_.jpg,https://www.goodreads.com/book/show/44571454-not-one-of-these-poems-is-about-you,104,Paperback,,Ambrosia,7,2020,1,4.65,26,"In this remarkable, frank, and gut-wrenching mix of words and images, Teva continues on her journey, grappling with what it means to live with metastatic breast cancer. She plunges deep into her inner world, shadowing the progression of the disease. Reality takes on sharp edges: the swell of cancer and its retreat with chemo. Her inner corporeal reality versus her outer manifestation of health, vitality, and femininity. Holding fast to the great love of her life, while preparing to leave him behind. Contemplating who she was before cancer, and who she is now.Starkly honest and wholly profound, Not One of These Poems Is About You distills life to its essence. Teva Harrison continues to gift the world with her clear-eyed insight and her open heart.",14226723,2020,2020-02-19 22:03:18.868222
40514431,Evvie Drake Starts Over,Evvie Drake Starts Over,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538446504l/40514431._SX98_.jpg,https://www.goodreads.com/book/show/40514431-evvie-drake-starts-over,289,Hardcover,,Ballantine Books,25,2019,6,3.89,49430,"In a small town in Maine, recently widowed Eveleth ""Evvie"" Drake rarely leaves her house. Everyone in town, including her best friend, Andy, thinks grief keeps her locked inside, and she doesn't correct them. In New York, Dean Tenney, former major-league pitcher and Andy's childhood friend, is struggling with a case of the ""yips"": he can't throw straight anymore, and he can't figure out why. An invitation from Andy to stay in Maine for a few months seems like the perfect chance to hit the reset button. When Dean moves into an apartment at the back of Evvie's house, the two make a deal: Dean won't ask about Evvie's late husband, and Evvie won't ask about Dean's baseball career. Rules, though, have a funny way of being broken—and what starts as an unexpected friendship soon turns into something more. But before they can find out what might lie ahead, they'll have to wrestle a few demons: the bonds they've broken, the plans they've changed, and the secrets they've kept. They'll need a lot of help, but in life, as in baseball, there's always a chance—right up until the last out.",13575034,2019,2020-02-19 22:03:19.814215
7039,Tears of the Giraffe (No. 1 Ladies' Detective Agency #2),Tears of the Giraffe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/7039.Tears_of_the_Giraffe,217,Paperback,,Abacus,7,2003,8,3.96,47420,"Librarian note: Older cover edition of 9780349116655.In 1999 The No. 1 Ladies' Detective Agency received two Booker Judges' Special Recommendations and was voted one of the ‘International Books of the Year and the Millennium' by the Times Literary Supplement. Tears of the Giraffe takes us further into the life of the engaging and sassy Precious Ramotswe, the owner and detective of Botswana's only Ladies' detective agency. Among her cases are wayward wives, unscrupulous maids and a challenge to resolve a mother's pain for her son, who is long lost on the African plains. Mma Ramotswe's own impending marriage to that most gentlemanly of men, Mr. J. L. B. Matekoni, the promotion of her secretary to the dizzy heights of Assistant Detective and new additions to the Matekoni family, all brew up the most humorous and charmingly entertaining of tales.",4738,2003,2020-02-19 22:03:20.827432
29516776,"Property of Drex #1 (Death Chasers MC, #1)",Property of Drex #1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/29516776-property-of-drex-1,,,,,,,,4.26,6836,"EVE What’s the most selfless thing you’ve ever done? What price tag would you put on the ability to save the ones you love? They say the worst decisions are made by the desperate or the fools. I was desperate enough to make a foolish decision to save my family. The cost? Me. They may be a motorcycle club, but in all honesty they’re really an elite unit of criminals who just happen to drive motorcycles. They’re a business. An organization. A fully functioning army… What I’ve learned? They work in the gray area; life and death is real; and everyone wants everyone dead. Okay, so maybe that’s dramatic… No. No it’s not. It’s legit. I prepared for the worst, fully anticipating hating my new life. Turns out, I finally found out where I belonged. Oh, and I discovered I’m a little twisted or crazy. Maybe both. Drex Caine, the man without a conscience, didn’t ruin me the way I thought he would. Instead, he made me feel like I was living instead of just waiting to live. And I can never go back to the way things used to be. *Graphic Language*Sexual Content *Dual POV Please note: Book 1 does end on a cliffhanger, but book 2 has the conclusion and will be released March 28, 2016. After book 2, the rest of the series can be read as stand-alone novels without cliffhangers and will have different main characters featured.Cover Model: Derrick Keith Shane MeachamPhotographer: Eric Battershell PhotographyCover Designer: Book Cover by Design",6461519,,2020-02-19 22:03:21.709363
44437253,Piso para dos,Piso para dos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552674888l/44437253._SX98_.jpg,https://www.goodreads.com/book/show/44437253-piso-para-dos,448,Paperback,,Suma de letras,6,2019,6,4.13,43359,"Tiffy Moore necesita un piso barato, y con urgencia. Leon Twomey trabaja de noche y anda escaso de dinero. Sus amigos piensan que están locos pero es la solución ideal: Leon usa la cama mientras Tiffy está en la oficina durante el día y ella dispone del apartamento el resto del tiempo. Y su modo de comunicarse mediante notas es divertido y parece funcionar de maravilla para resolver las vitales cuestiones de quién se ha acabado la mantequilla, cuántos cojines son demasiados y si la tapa del váter debería estar subida o bajada. Claro que si a eso se añaden exnovios obsesivos, clientes exigentes, hermanos encarcelados por error y, lo más importante, el hecho de que aún no se conocen, Tiffy y Leon están a punto de descubrir que lograr la convivencia perfecta no es fácil. Y que convertirse en amigos puede ser solo el principio...",13038484,2019,2020-02-19 22:03:22.636072
51317220,"Angry God (All Saints High, #3)",Angry God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581841638l/51317220._SX98_.jpg,https://www.goodreads.com/book/show/51317220-angry-god,384,,,,,,,4.48,3684,Vaughn's story.Coming in 2020!,13531492,,2020-02-19 22:03:23.540362
29433310,90 Lessons for Living Large in 90 Square Feet,90 Lessons for Living Large in 90 Square Feet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457301879l/29433310._SX98_.jpg,https://www.goodreads.com/book/show/29433310-90-lessons-for-living-large-in-90-square-feet,129,Paperback,,Dividends Press,22,2016,3,3.82,85,"""90 Lessons for Living Large in 90 Square Feet (...or more)"" is a self-help/memoir book on organizing and downsizing your stuff so you can live the life you want, no matter what size home you live in.",4349946,2016,2020-02-19 22:03:24.465440
32456,Darkfall,Darkfall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308458183l/32456._SX98_.jpg,https://www.goodreads.com/book/show/32456.Darkfall,371,Paperback,,Berkley,6,2007,2,3.82,18694,"They found four corpses in four days. Each more hideously disfigured than the last, the bodies punctured with dozens of tiny wounds.At first they thought it was a savage psychopath. Then they thought it was a vicious gangland war. Then they thought packs of demonic rats were escaping through the ventilation system. Then they saw the nightmare itself, in all its mottled, slimy horror, coming after them from every direction, and they realized that the Gates of Hell had been left open...",9355,2007,2020-02-19 22:03:25.404666
32941909,The Dark Beneath the Ice,The Dark Beneath the Ice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516821769l/32941909._SX98_.jpg,https://www.goodreads.com/book/show/32941909-the-dark-beneath-the-ice,320,Hardcover,,Sourcebooks Fire,7,2018,8,3.47,631,"Something is wrong with Marianne. It's not just that her parents have split up, or that life hasn't been the same since she quit dancing. Or even that her mother has checked herself into the hospital. She's losing time. Doing things she would never do. And objects around her seem to break whenever she comes close. Something is after her. But a first attempt at an exorcism calls down the full force of the thing's rage. It demands Marianne give back what she stole. And Marianne must uncover the truth that lies beneath it all before the nightmare can take what it think it's owed, leaving Marianne trapped in the darkness of the other side.",16068544,2018,2020-02-19 22:03:26.391839
12611253,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491866867l/12611253._SX98_.jpg,https://www.goodreads.com/book/show/12611253-where-d-you-go-bernadette,324,Hardcover,,Weidenfeld & Nicolson,14,2012,8,3.90,439310,"Bernadette Fox has vanished.When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.",1588088,2012,2020-02-19 22:03:27.326397
41447117,O auto da maga Josefa,O auto da maga Josefa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535110644l/41447117._SX98_.jpg,https://www.goodreads.com/book/show/41447117-o-auto-da-maga-josefa,249,Kindle Edition,,Dame Blanche,31,2018,8,4.60,328,"Toda lenda tem raízes na realidade e Toninho sabe disso melhor do que ninguém – a seca é apenas uma das muitas maldições que assolam o Agreste. Fantasmas, vampiros e gigantes não assustam esse jovem caçador de demônios, mas ele se surpreende ao conhecer a misteriosa Josefa, que também percorre as estradas áridas do Nordeste atrás de criaturas malignas. As intenções da maga em lutar contra os seres de outro mundo talvez sejam obscuras, mas a jornada ao seu lado certamente será uma aventura inesquecível...",14023941,2018,2020-02-19 22:03:28.247761
50344480,Believing the Billionaire: A Forbidden Boss Small-Town Romance (Sweet Billionaires of Shoals Island Book 2),Believing the Billionaire: A Forbidden Boss Small-Town Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578373366l/50344480._SX98_.jpg,https://www.goodreads.com/book/show/50344480-believing-the-billionaire,,,,,18,2020,2,4.69,16,"The newest employee at the Montvue Resort dreams of becoming the island’s youngest marketing maven. But her Billionaire boss? Yeah, he has different plans. Ones that may or may not include causing her to secretly fall in love with him...Chelsea Hart is desperate to make waves in the small coastal town of Shoals Island with a marketing career to boot. When she accepts a brand new position at the swankiest hotel on the island, she’s thrilled and ready for the change. But upon arriving for her first day, she finds her marketing position... no longer exists? Alrighty then.Owen West is the studly billionaire who owns Montvue Resorts all across the country. When he accidentally lets information of the financial future of his empire slip in the presence of mixed company, he’ll do anything he can to make sure she doesn’t tell a single soul. Until he starts to develop serious feelings for her. As Chelsea and Owen spend their evenings denying a forbidden attraction to one another, they realize why business and pleasure should never mix. Things get heated and feelings get hurt when a work confrontation comes to a head in the hotel lobby... peak traffic. Will Chelsea and Owen be able to navigate their working lives in order to save their love?",19754871,2020,2020-02-19 22:04:00.955259
43885673,10 Blind Dates,10 Blind Dates,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553102132l/43885673._SX98_.jpg,https://www.goodreads.com/book/show/43885673-10-blind-dates,336,Hardcover,,Disney-Hyperion,1,2019,10,4.06,5565,"Sophie wants one thing for Christmas-a little freedom from her overprotective parents. So when they decide to spend Christmas in South Louisiana with her very pregnant older sister, Sophie is looking forward to some much needed private (read: make-out) time with her long-term boyfriend, Griffin. Except it turns out that Griffin wants a little freedom from their relationship. Cue devastation.Heartbroken, Sophie flees to her grandparents' house, where the rest of her boisterous extended family is gathered for the holiday. That's when her nonna devises a (not so) brilliant plan: Over the next ten days, Sophie will be set up on ten different blind dates by different family members. Like her sweet cousin Sara, who sets her up with a hot guy at an exclusive underground party. Or her crazy aunt Patrice, who signs Sophie up for a lead role in a living nativity. With a boy who barely reaches her shoulder. And a screaming baby.When Griffin turns up unexpectedly and begs for a second chance, Sophie feels more confused than ever. Because maybe, just maybe, she's started to have feelings for someone else . . . Someone who is definitely not available.This is going to be the worst Christmas break ever... or is it?",5317545,2019,2020-02-19 22:04:01.877178
496634,Dragon's Fat Cat,Dragon's Fat Cat,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/496634.Dragon_s_Fat_Cat,48,Hardcover,,Orchard Books (NY),1,1992,3,4.27,520,"Dragon finds a fat cat in the snow outside his house, brings it inside, and soon has a family.",33280,1992,2020-02-19 22:04:02.807463
45008822,Johnny's Pheasant,Johnny's Pheasant,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555206805l/45008822._SX98_.jpg,https://www.goodreads.com/book/show/45008822-johnny-s-pheasant,32,Hardcover,,Univ Of Minnesota Press,1,2019,11,3.69,62,"An encounter with a pheasant (which may or may not be sleeping) takes a surprising turn in this sweetly serious and funny story of a Native American boy and his grandma ""Pull over, Grandma! Hurry!” Johnny says. Grandma does, and Johnny runs to show her what he spotted near the ditch: a sleeping pheasant. What Grandma sees is a small feathery hump. When Johnny wants to take it home, Grandma tries to tell him that the pheasant might have been hit by a car. But maybe she could use the feathers for her craftwork? So home with Grandma and Johnny the pheasant goes . . . It’s hard to say who is most surprised by what happens next—Grandma, Johnny, or the pheasant. But no one will be more delighted than the reader at this lesson about patience and kindness and respect for nature, imparted by Grandma’s gentle humor, Johnny’s happy hooting, and all the quiet wisdom found in Cheryl Minnema’s stories of Native life and Julie Flett’s remarkably evocative and beautiful illustrations.",7426084,2019,2020-02-19 22:04:03.776982
43158054,"Saints, Volume 1","Saints, Volume 1",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/43158054-saints-volume-1,,Audiobook,,LDS Church,,2018,,4.65,48,The Story of the Church of Jesus Christ in the Latter DaysThe Standard of Truth 1815-1846,17365063,2018,2020-02-19 22:04:04.687045
36755758,"Just a Bit Wrong (Straight Guys, #4)",Just a Bit Wrong,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512232417l/36755758._SX98_.jpg,https://www.goodreads.com/book/show/36755758-just-a-bit-wrong,218,Kindle Edition,,,2,2017,12,4.13,4879,"An earlier alternate cover version of ASIN B015EL9ZKK can be found here. Zach Hardaway is one of the best physiotherapists in Europe.Tristan DuVal is a young soccer star with a groin injury.They despise each other from the moment they meet.As far as Zach is concerned, Tristan is a rich, spoiled brat who is too used to getting his own way.As far as Tristan is concerned, Zach is a bossy, presumptuous jerk. Tristan hates Zach. He does. The problem is, he also wants to shove Zach against the nearest wall and climb him like a tree.Note: explicit MM content, minor D/s undertones.",9222070,2017,2020-02-19 22:04:05.650343
34669539,Super Rabbit Racers! (Press Start! #3),Super Rabbit Racers!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492486397l/34669539._SX98_.jpg,https://www.goodreads.com/book/show/34669539-super-rabbit-racers,80,Hardcover,,Branches,31,2017,10,4.46,284,"Pick a book. Grow a Reader!This series is part of Scholastic's early chapter book line, Branches, aimed at newly independent readers. With easy-to-read text, high-interest content, fast-paced plots, and illustrations on every page, these books will boost reading confidence and stamina. Branches books help readers grow!Welcome to the Super Cup Grand Prix! Eight racers must compete in four races to win the Super Cup Power Up, which gives the winner super speed powers. Super Rabbit Boy is ready to win, but meanie King Viking is racing this year, too! And he has racers who are helping him cheat. Super Rabbit Boy needs to beat King Viking, but with tricks, traps, and brand-new racers to race, winning won't be easy. Can Super Rabbit Boy outpace and outrace the competition, or will he spin out of control before he crosses the finish line?With full-color art on every page by Thomas Flintham!",4899479,2017,2020-02-19 22:04:06.560074
22693182,Where They Found Her,Where They Found Her,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406044898l/22693182._SX98_.jpg,https://www.goodreads.com/book/show/22693182-where-they-found-her,326,Hardcover,,Harper,14,2015,4,3.84,30506,"From the author of the New York Times bestseller and 2014 Edgar and Anthony nominee Reconstructing Amelia comes another harrowing, gripping novel that marries psychological suspense with an emotionally powerful story about a community struggling with the consequences of a devastating discovery. At the end of a long winter, in bucolic Ridgedale, New Jersey, the body of an infant is discovered in the woods near the town’s prestigious university campus. No one knows who the baby is, or how her body ended up out there. But there is no shortage of opinions. When freelance journalist, and recent Ridgedale transplant, Molly Anderson is unexpectedly called upon to cover the story for the Ridegdale Reader, it’s a risk, given the severe depression that followed the loss of her own baby. But the bigger threat comes when Molly unearths some of Ridgedale’s darkest secrets, including a string of unreported sexual assaults that goes back twenty years. Meanwhile, Sandy, a high school dropout, searches for her volatile and now missing mother, and PTA president Barbara struggles to help her young son, who’s suddenly having disturbing outbursts. Told from the perspectives of Molly, Barbara, and Sandy, Kimberly McCreight’s taut and profoundly moving novel unwinds the tangled truth about the baby’s death revealing that these three women have far more in common than they realized. And that their lives are more intertwined with what happened to the baby than they ever could have imagined.",6452053,2015,2020-02-19 22:04:07.513997
51477078,Jellicle Girl,Jellicle Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582115396l/51477078._SX98_.jpg,https://www.goodreads.com/book/show/51477078-jellicle-girl,,,,Bold Strokes Books,10,2020,3,3.79,115,"When Beth met Jackie, she was fifteen and shy, living in the shadow of her mother: talented artist Heather Sarandon. Jackie—wilful, cheeky and confident, made Beth see things in herself that she'd never imagined, and do things she never thought she would. As memories of Beth's last night with Jackie grow more like waking nightmares, Beth does everything she can to forget the girl who was so much more than a friend. Beth has a self-destructive ritual she swears she'll keep secret, even from the psychologist trying to help her. But Dr. Nancy Sullivan doesn't have time for secrets. In fact, she doesn't have much time at all. She's been charged with helping Beth break through the barriers of her past, knowing very well that her own demons might end her career before she can get through to the stubborn young woman. Meanwhile, a young foster child with a wicked sense of humour, and a devastating past, reminds Beth that secrets seem powerful, but can destroy the person who holds them too close. A haunting and evocative story about redemption, identity, and learning to let go of secrets that scar.",6420810,2020,2020-02-19 22:04:08.452788
44571454,Not One of These Poems Is About You,Not One of These Poems Is About You,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553809763l/44571454._SX98_.jpg,https://www.goodreads.com/book/show/44571454-not-one-of-these-poems-is-about-you,104,Paperback,,Ambrosia,7,2020,1,4.65,26,"In this remarkable, frank, and gut-wrenching mix of words and images, Teva continues on her journey, grappling with what it means to live with metastatic breast cancer. She plunges deep into her inner world, shadowing the progression of the disease. Reality takes on sharp edges: the swell of cancer and its retreat with chemo. Her inner corporeal reality versus her outer manifestation of health, vitality, and femininity. Holding fast to the great love of her life, while preparing to leave him behind. Contemplating who she was before cancer, and who she is now.Starkly honest and wholly profound, Not One of These Poems Is About You distills life to its essence. Teva Harrison continues to gift the world with her clear-eyed insight and her open heart.",14226723,2020,2020-02-19 22:04:09.370529
40514431,Evvie Drake Starts Over,Evvie Drake Starts Over,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538446504l/40514431._SX98_.jpg,https://www.goodreads.com/book/show/40514431-evvie-drake-starts-over,289,Hardcover,,Ballantine Books,25,2019,6,3.89,49430,"In a small town in Maine, recently widowed Eveleth ""Evvie"" Drake rarely leaves her house. Everyone in town, including her best friend, Andy, thinks grief keeps her locked inside, and she doesn't correct them. In New York, Dean Tenney, former major-league pitcher and Andy's childhood friend, is struggling with a case of the ""yips"": he can't throw straight anymore, and he can't figure out why. An invitation from Andy to stay in Maine for a few months seems like the perfect chance to hit the reset button. When Dean moves into an apartment at the back of Evvie's house, the two make a deal: Dean won't ask about Evvie's late husband, and Evvie won't ask about Dean's baseball career. Rules, though, have a funny way of being broken—and what starts as an unexpected friendship soon turns into something more. But before they can find out what might lie ahead, they'll have to wrestle a few demons: the bonds they've broken, the plans they've changed, and the secrets they've kept. They'll need a lot of help, but in life, as in baseball, there's always a chance—right up until the last out.",13575034,2019,2020-02-19 22:04:10.298078
7039,Tears of the Giraffe (No. 1 Ladies' Detective Agency #2),Tears of the Giraffe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/7039.Tears_of_the_Giraffe,217,Paperback,,Abacus,7,2003,8,3.96,47420,"Librarian note: Older cover edition of 9780349116655.In 1999 The No. 1 Ladies' Detective Agency received two Booker Judges' Special Recommendations and was voted one of the ‘International Books of the Year and the Millennium' by the Times Literary Supplement. Tears of the Giraffe takes us further into the life of the engaging and sassy Precious Ramotswe, the owner and detective of Botswana's only Ladies' detective agency. Among her cases are wayward wives, unscrupulous maids and a challenge to resolve a mother's pain for her son, who is long lost on the African plains. Mma Ramotswe's own impending marriage to that most gentlemanly of men, Mr. J. L. B. Matekoni, the promotion of her secretary to the dizzy heights of Assistant Detective and new additions to the Matekoni family, all brew up the most humorous and charmingly entertaining of tales.",4738,2003,2020-02-19 22:04:11.231717
29516776,"Property of Drex #1 (Death Chasers MC, #1)",Property of Drex #1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/29516776-property-of-drex-1,,,,,,,,4.26,6836,"EVE What’s the most selfless thing you’ve ever done? What price tag would you put on the ability to save the ones you love? They say the worst decisions are made by the desperate or the fools. I was desperate enough to make a foolish decision to save my family. The cost? Me. They may be a motorcycle club, but in all honesty they’re really an elite unit of criminals who just happen to drive motorcycles. They’re a business. An organization. A fully functioning army… What I’ve learned? They work in the gray area; life and death is real; and everyone wants everyone dead. Okay, so maybe that’s dramatic… No. No it’s not. It’s legit. I prepared for the worst, fully anticipating hating my new life. Turns out, I finally found out where I belonged. Oh, and I discovered I’m a little twisted or crazy. Maybe both. Drex Caine, the man without a conscience, didn’t ruin me the way I thought he would. Instead, he made me feel like I was living instead of just waiting to live. And I can never go back to the way things used to be. *Graphic Language*Sexual Content *Dual POV Please note: Book 1 does end on a cliffhanger, but book 2 has the conclusion and will be released March 28, 2016. After book 2, the rest of the series can be read as stand-alone novels without cliffhangers and will have different main characters featured.Cover Model: Derrick Keith Shane MeachamPhotographer: Eric Battershell PhotographyCover Designer: Book Cover by Design",6461519,,2020-02-19 22:04:12.143006
44437253,Piso para dos,Piso para dos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552674888l/44437253._SX98_.jpg,https://www.goodreads.com/book/show/44437253-piso-para-dos,448,Paperback,,Suma de letras,6,2019,6,4.13,43359,"Tiffy Moore necesita un piso barato, y con urgencia. Leon Twomey trabaja de noche y anda escaso de dinero. Sus amigos piensan que están locos pero es la solución ideal: Leon usa la cama mientras Tiffy está en la oficina durante el día y ella dispone del apartamento el resto del tiempo. Y su modo de comunicarse mediante notas es divertido y parece funcionar de maravilla para resolver las vitales cuestiones de quién se ha acabado la mantequilla, cuántos cojines son demasiados y si la tapa del váter debería estar subida o bajada. Claro que si a eso se añaden exnovios obsesivos, clientes exigentes, hermanos encarcelados por error y, lo más importante, el hecho de que aún no se conocen, Tiffy y Leon están a punto de descubrir que lograr la convivencia perfecta no es fácil. Y que convertirse en amigos puede ser solo el principio...",13038484,2019,2020-02-19 22:04:13.063785
51317220,"Angry God (All Saints High, #3)",Angry God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581841638l/51317220._SX98_.jpg,https://www.goodreads.com/book/show/51317220-angry-god,384,,,,,,,4.48,3684,Vaughn's story.Coming in 2020!,13531492,,2020-02-19 22:04:14.004229
29433310,90 Lessons for Living Large in 90 Square Feet,90 Lessons for Living Large in 90 Square Feet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457301879l/29433310._SX98_.jpg,https://www.goodreads.com/book/show/29433310-90-lessons-for-living-large-in-90-square-feet,129,Paperback,,Dividends Press,22,2016,3,3.82,85,"""90 Lessons for Living Large in 90 Square Feet (...or more)"" is a self-help/memoir book on organizing and downsizing your stuff so you can live the life you want, no matter what size home you live in.",4349946,2016,2020-02-19 22:04:14.929384
32456,Darkfall,Darkfall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308458183l/32456._SX98_.jpg,https://www.goodreads.com/book/show/32456.Darkfall,371,Paperback,,Berkley,6,2007,2,3.82,18694,"They found four corpses in four days. Each more hideously disfigured than the last, the bodies punctured with dozens of tiny wounds.At first they thought it was a savage psychopath. Then they thought it was a vicious gangland war. Then they thought packs of demonic rats were escaping through the ventilation system. Then they saw the nightmare itself, in all its mottled, slimy horror, coming after them from every direction, and they realized that the Gates of Hell had been left open...",9355,2007,2020-02-19 22:04:15.885144
32941909,The Dark Beneath the Ice,The Dark Beneath the Ice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516821769l/32941909._SX98_.jpg,https://www.goodreads.com/book/show/32941909-the-dark-beneath-the-ice,320,Hardcover,,Sourcebooks Fire,7,2018,8,3.47,631,"Something is wrong with Marianne. It's not just that her parents have split up, or that life hasn't been the same since she quit dancing. Or even that her mother has checked herself into the hospital. She's losing time. Doing things she would never do. And objects around her seem to break whenever she comes close. Something is after her. But a first attempt at an exorcism calls down the full force of the thing's rage. It demands Marianne give back what she stole. And Marianne must uncover the truth that lies beneath it all before the nightmare can take what it think it's owed, leaving Marianne trapped in the darkness of the other side.",16068544,2018,2020-02-19 22:04:16.860925
12611253,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491866867l/12611253._SX98_.jpg,https://www.goodreads.com/book/show/12611253-where-d-you-go-bernadette,324,Hardcover,,Weidenfeld & Nicolson,14,2012,8,3.90,439310,"Bernadette Fox has vanished.When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.",1588088,2012,2020-02-19 22:04:17.803849
41447117,O auto da maga Josefa,O auto da maga Josefa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535110644l/41447117._SX98_.jpg,https://www.goodreads.com/book/show/41447117-o-auto-da-maga-josefa,249,Kindle Edition,,Dame Blanche,31,2018,8,4.60,328,"Toda lenda tem raízes na realidade e Toninho sabe disso melhor do que ninguém – a seca é apenas uma das muitas maldições que assolam o Agreste. Fantasmas, vampiros e gigantes não assustam esse jovem caçador de demônios, mas ele se surpreende ao conhecer a misteriosa Josefa, que também percorre as estradas áridas do Nordeste atrás de criaturas malignas. As intenções da maga em lutar contra os seres de outro mundo talvez sejam obscuras, mas a jornada ao seu lado certamente será uma aventura inesquecível...",14023941,2018,2020-02-19 22:04:18.781871
50344480,Believing the Billionaire: A Forbidden Boss Small-Town Romance (Sweet Billionaires of Shoals Island Book 2),Believing the Billionaire: A Forbidden Boss Small-Town Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578373366l/50344480._SX98_.jpg,https://www.goodreads.com/book/show/50344480-believing-the-billionaire,,,,,18,2020,2,4.69,16,"The newest employee at the Montvue Resort dreams of becoming the island’s youngest marketing maven. But her Billionaire boss? Yeah, he has different plans. Ones that may or may not include causing her to secretly fall in love with him...Chelsea Hart is desperate to make waves in the small coastal town of Shoals Island with a marketing career to boot. When she accepts a brand new position at the swankiest hotel on the island, she’s thrilled and ready for the change. But upon arriving for her first day, she finds her marketing position... no longer exists? Alrighty then.Owen West is the studly billionaire who owns Montvue Resorts all across the country. When he accidentally lets information of the financial future of his empire slip in the presence of mixed company, he’ll do anything he can to make sure she doesn’t tell a single soul. Until he starts to develop serious feelings for her. As Chelsea and Owen spend their evenings denying a forbidden attraction to one another, they realize why business and pleasure should never mix. Things get heated and feelings get hurt when a work confrontation comes to a head in the hotel lobby... peak traffic. Will Chelsea and Owen be able to navigate their working lives in order to save their love?",19754871,2020,2020-02-19 22:04:51.311547
